"","OoCyte_1","OoCyte_2","OoCyte_3","Zygote_1","Zygote_2","Zygote_3","X2_Cell_embryo_1_Cell_1","X2_Cell_embryo_1_Cell_2","X2_Cell_embryo_2_Cell_1","X2_Cell_embryo_2_Cell_2","X2_Cell_embryo_3_Cell_1","X2_Cell_embryo_3_Cell_2","X4_Cell_embryo_1_Cell_1","X4_Cell_embryo_1_Cell_2","X4_Cell_embryo_1_Cell_3","X4_Cell_embryo_1_Cell_4","X4_Cell_embryo_2_Cell_1","X4_Cell_embryo_2_Cell_2","X4_Cell_embryo_2_Cell_3","X4_Cell_embryo_2_Cell_4","X4_Cell_embryo_3_Cell_1","X4_Cell_embryo_3_Cell_2","X4_Cell_embryo_3_Cell_3","X4_Cell_embryo_3_Cell_4","X8_Cell_embryo_1_Cell_1","X8_Cell_embryo_1_Cell_2","X8_Cell_embryo_1_Cell_3","X8_Cell_embryo_1_Cell_4","X8_Cell_embryo_2_Cell_1","X8_Cell_embryo_2_Cell_2","X8_Cell_embryo_2_Cell_3","X8_Cell_embryo_2_Cell_4","X8_Cell_embryo_2_Cell_5","X8_Cell_embryo_2_Cell_6","X8_Cell_embryo_2_Cell_7","X8_Cell_embryo_2_Cell_8","X8_Cell_embryo_3_Cell_1","X8_Cell_embryo_3_Cell_2","X8_Cell_embryo_3_Cell_3","X8_Cell_embryo_3_Cell_4","X8_Cell_embryo_3_Cell_5","X8_Cell_embryo_3_Cell_6","X8_Cell_embryo_3_Cell_7","X8_Cell_embryo_3_Cell_8","Morulae_1_Cell_1","Morulae_1_Cell_2","Morulae_1_Cell_3","Morulae_1_Cell_4","Morulae_1_Cell_5","Morulae_1_Cell_6","Morulae_1_Cell_7","Morulae_1_Cell_8","Morulae_2_Cell_1","Morulae_2_Cell_2","Morulae_2_Cell_3","Morulae_2_Cell_4","Morulae_2_Cell_5","Morulae_2_Cell_6","Morulae_2_Cell_7","Morulae_2_Cell_8","Late_blastoCyst_1_Cell_1","Late_blastoCyst_1_Cell_2","Late_blastoCyst_1_Cell_3","Late_blastoCyst_1_Cell_4","Late_blastoCyst_1_Cell_5","Late_blastoCyst_1_Cell_6","Late_blastoCyst_1_Cell_7","Late_blastoCyst_1_Cell_8","Late_blastoCyst_1_Cell_9","Late_blastoCyst_1_Cell_10","Late_blastoCyst_1_Cell_11","Late_blastoCyst_1_Cell_12","Late_blastoCyst_2_Cell_1","Late_blastoCyst_2_Cell_2","Late_blastoCyst_2_Cell_3","Late_blastoCyst_2_Cell_4","Late_blastoCyst_2_Cell_5","Late_blastoCyst_2_Cell_6","Late_blastoCyst_2_Cell_7","Late_blastoCyst_2_Cell_8","Late_blastoCyst_2_Cell_9","Late_blastoCyst_2_Cell_10","Late_blastoCyst_3_Cell_1","Late_blastoCyst_3_Cell_2","Late_blastoCyst_3_Cell_3","Late_blastoCyst_3_Cell_4","Late_blastoCyst_3_Cell_5","Late_blastoCyst_3_Cell_6","Late_blastoCyst_3_Cell_7","Late_blastoCyst_3_Cell_8"
"GPR126",9334,15172,9602,10116,8786,12185,6407,7448,9466,10880,11573,8826,7454,64687,4112,23917,9394,11821,8853,9266,17681,10823,14667,6524,6199,3787,3174,1038,520,3735,1640,0,0,0,186,1677,4076,4262,0,812,6964,2808,0,2538,1580,0,1310,0,0,977,0,0,999,0,0,4307,0,0,0,0,892,12817,270,14794,38863,35963,0,8665,82221,14896,7935,0,3624,0,0,0,16225,21547,4444,791,0,6938,0,0,0,0,0,0,750,14687
"ZC3H12A",3357,2806,2730,1422,1586,1613,1315,1556,1935,1818,1509,1542,869,1174,0,3316,1434,1241,823,1368,1728,1237,2496,1801,34,0,373,0,0,0,0,0,0,0,0,66,117,0,0,0,0,2501,0,0,0,0,0,0,0,535,0,0,984,1356,422,1432,29,361,190,0,0,695,0,226,0,0,0,51,0,0,407,0,649,131,0,306,0,1910,0,0,0,0,0,0,0,0,0,0,0,0
"TMEM47",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,606,0,0,0,0,132,0,70,0,0,0,614,0,0,0,0,0,0,710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C1orf88",351,787,715,194,376,606,570,1261,436,582,194,303,1064,0,0,4536,0,0,981,3244,0,581,908,1586,0,1552,180,0,0,0,0,0,1830,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,934,0,715,0,0,315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109,909,73,290,0,0,0,0,1332,3644,73,5432,0,21248,3443,0,0,0
"HSF2BP",991116,586958,654263,512208,209641,406053,175729,182782,105229,117717,944334,1015075,1341123,893950,1127030,661838,1016956,1057465,807766,1305295,1031477,1219200,776117,1018580,418139,236192,233041,584955,34105,44476,55572,44843,53101,49208,28884,19854,470610,381850,105394,288264,311465,364776,241328,182052,55001,9988,27356,65050,16508,34719,15525,0,38229,47703,23667,28569,10100,16956,28608,0,27324,1301,10842,16054,541,0,0,0,22981,652,19519,217,11522,0,0,7702,0,0,1083,5647,41875,85246,0,14555,0,0,0,0,0,0
"KLHDC8B",0,0,0,0,24,27,19,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,581,253,140,0,0,297,0,0,0,0,0,453,1158,0,1079,0,634,429,0,211,0,504,1717,90,0,16,0,98,839,60,0,0,57,84,190,0,0,0,73,0,8,1105,528,0,0,0,0,30,377,8,0,0,0,0,0,0,0,4330,1039,0,0,201,3187,0,293
"C10orf72",1050,1395,997,1143,1288,1106,1923,2358,1777,2158,2413,2323,2824,2207,1611,1104,2318,1177,1902,1828,2009,1575,1556,1321,3374,2022,1817,3557,2369,2809,2218,1798,2085,1326,1378,730,6490,5637,4857,3661,4494,4129,3280,7575,2627,562,2465,2139,1487,960,689,2935,3101,7149,3897,6094,2702,6770,8246,4832,451,978,57313,1738,1864,507,761,1267,687,779,706,362,635,2175,1305,2609,579,1738,615,852,1559,1594,1994,761,1739,271,980,2450,1376,1488
"LNP1",324,373,274,225,300,499,374,299,574,175,175,175,2813,0,0,0,0,0,1097,0,0,0,250,2118,4596,0,1136,0,3468,1171,0,0,0,0,0,0,574,174,0,0,0,0,9379,0,8725,848,0,0,325,0,175,0,0,0,0,0,0,0,0,2325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"HLA-DMB",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"HLA-A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115,42,0,0,11,99,0,153,249,0,600,0,0,224,413,0,113,27,49,0,0,202,0,0,76,558,0,0,42,0,0,0,0,0,0,0,0,0,0,11,0,0,0,4,62,16,0,0,0,7,13,7,0,0,0,0,11,18,0,0,29
"C14orf80",0,55,0,28,22,22,33,0,0,0,44,0,0,0,413,0,0,0,0,0,0,149,0,0,0,0,0,0,112,278,84,0,218,441,123,66,1868,22,1267,0,672,83,0,0,0,110,6,210,204,33,0,0,1494,44,0,33,402,1898,420,1966,5476,914,198,88,1646,3138,4012,611,809,72,749,1107,0,0,0,99,99,0,0,11,138,0,0,1202,3185,0,149,0,50,198
"ZNF518A",1787,3198,2536,2513,1881,3165,2012,2648,2806,3557,1257,1371,3489,6451,714,1972,3294,605,671,1004,1184,1268,763,2435,3683,2249,3055,3167,6864,2350,4154,6447,2321,4327,2686,7836,5514,5127,2809,10486,4209,3725,4078,2419,0,14567,351,10536,7036,8280,3236,4695,3092,1415,2029,5096,940,4506,5024,3907,443,1539,5095,1329,6525,158,846,3606,4077,2969,1451,3479,1868,3599,1282,3311,13040,4426,0,263,11345,4802,272,2174,3337,0,803,0,2946,0
"CD226",503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1550,0,0,0,0,0,0,20346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ST3GAL6",944,609,1006,275,427,183,518,549,183,549,0,0,0,0,0,0,0,0,0,0,0,0,761,0,0,2523,416,0,113,0,395,3170,212,0,0,294,2987,0,0,1707,0,0,0,0,12124,5944,3993,11924,22994,5240,8964,0,4758,3265,183,0,1678,764,2596,0,6790,0,0,24061,9469,17207,0,853,0,183,4567,4905,0,0,0,0,518,0,518,1189,0,0,0,8724,0,0,0,0,0,11071
"ROBO1",46977,54476,48373,36364,22579,39775,24289,18490,20685,28986,33064,25700,61743,224688,99125,84429,19732,47564,49938,54601,109837,198874,58994,139435,10151,43942,88116,88442,13358,103884,6272,0,0,0,0,13947,15665,103665,20349,113684,32895,0,109967,0,71527,1568,24589,45449,0,0,0,41176,11605,10500,3446,0,0,0,4554,29825,0,1563,0,50233,0,0,0,0,0,0,20812,0,7681,66538,1718,0,0,0,0,165738,3915,0,0,338547,22081,0,31491,0,0,0
"LOC113230",38,36,41,98,81,100,208,230,201,312,138,197,103,0,0,202,203,67,131,25,195,73,106,130,76,14,69,104,0,0,56,0,0,0,0,5,0,0,0,0,92,163,81,0,184,3,0,55,30,52,0,0,52,5,217,14,159,84,87,122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ZNF296",12,62,47,178,156,22,218,200,147,140,259,209,732,1771,0,25,689,72,876,156,866,505,433,928,2365,2674,1460,2051,3318,4660,3145,4510,8395,2663,4341,1812,4718,3514,19229,17631,24535,26150,12527,14329,6102,4381,56,8373,1962,3282,2199,3,6299,8322,4151,3329,5407,10642,8531,13431,776,231,660,0,452,358,1230,50,856,0,371,94,721,3317,618,477,308,1062,31,0,2995,679,1098,1507,770,9701,4698,3977,34,1067
"NT5DC3",7384,9756,11049,7566,6220,7532,5424,7074,6307,7799,9441,9308,12656,12405,39557,4359,9095,13734,9834,4139,7274,15431,10503,13536,965,1149,1818,3112,8864,18817,20027,16412,18194,14917,16301,13325,9419,17213,15116,23462,30781,15295,8654,31741,843,4512,8219,3378,5385,6263,2269,962,14623,3315,14156,8870,1768,8640,7614,10337,619,4230,7405,791,989,3928,831,1411,6299,699,2109,778,449,976,225,949,238,330,5284,330,580,7394,581,4871,5079,0,14781,7738,6558,316
"EGFLAM",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,11,0,0,0,0,0,0,0,112,18,39,0,40,88,0,0,89,64,0,116,16,0,295,0,1345,81,2,317,306,5,69,0,160,140,0,201,0,105,0,341,478,25,0,237,853,134,103,414,678,341,161,45,378,6,29,0,12,0,5,675,18,0,0,1836,33,0,0,0,0,0
"ABI3BP",16368,24788,14063,20936,14253,29124,12489,13527,15280,20159,20110,30748,40338,24541,0,16451,39231,57110,23364,66728,39331,60272,37467,59245,64334,44224,16649,25358,0,6814,2708,0,0,0,0,4315,9252,0,0,11005,7556,11659,0,0,13568,0,0,0,0,0,0,0,0,0,0,2194,0,930,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PRR15L",0,0,17,0,0,0,43,17,0,43,0,21,0,0,0,0,0,0,198,0,0,0,0,0,0,0,0,341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,1986,0,0,0,0,0,224,13,0,1389,538,0,13,0,34,0,0,0,0,0,0,4826,0,0
"WAS",4,0,4,0,0,0,0,6,7,4,0,0,0,0,0,0,0,0,0,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C12orf60",13915,18017,9808,23759,28333,60015,49547,35617,14157,48630,6168,21927,96597,10709,909,58328,69555,163717,46300,70899,31010,27131,685,110592,129750,168236,3118,66400,48013,23042,22023,120211,85652,11123,10375,33912,89012,162019,248278,375580,214467,133894,170034,250598,65914,100650,47470,117126,103659,32389,25794,148054,38358,22845,2968,0,13929,20567,41165,50544,33281,50154,0,0,48099,0,4787,0,188946,0,0,0,15084,152855,5479,8209,80946,0,61087,912,915,0,0,0,30818,0,0,0,0,0
"C5orf34",32528,58444,42340,16875,18226,22087,41414,29340,19748,14504,19922,22323,37655,28699,14979,18257,10287,9543,13651,30676,27671,35004,16771,34764,3684,5113,4330,6138,3731,513,0,887,371,1657,0,64,5006,5359,1641,4627,2467,0,0,0,7610,342,0,744,567,1546,342,566,1394,0,0,236,402,83,0,2402,10260,826,0,0,0,0,755,0,0,0,0,0,0,71,0,330,1203,295,365,0,567,0,0,0,0,0,3248,0,0,2162
"HSPA1A",11448,16320,16496,2726,2564,2944,4966,6654,2088,2117,4699,5614,11456,10479,13109,8046,9635,7917,7631,10492,8232,8232,6795,9919,1967,2269,2680,2903,288,986,970,309,1333,705,259,503,1451,1204,565,3209,1768,1219,2713,1297,217,69,130,167,7,0,67,609,378,277,227,336,192,150,312,258,617,181,672,568,14,174,92,0,29,0,24,160,94,1094,57,1230,0,0,328,90,13,0,4192,10,9,1961,4289,3077,28,11219
"ITM2C",25790,29767,25913,44406,40183,33921,41428,45895,49000,59979,41483,45556,59471,55418,59127,47037,65951,49858,56878,66603,73553,59081,57792,74057,8759,3318,5661,5750,6421,6144,8187,8591,3996,4500,3372,4812,11177,11154,10934,14138,11924,13063,2900,15176,10120,5503,2404,8705,8570,4189,3589,85,9855,14850,3894,5967,8237,8202,5031,5564,12552,2486,3541,10224,10604,2614,12218,4238,16961,13396,12418,1694,1086,5473,8250,0,24202,3911,3300,2738,305,4981,15649,11744,1256,27459,18615,128,504,7279
"DAPK2",798,0,0,3143,746,585,2131,0,1117,797,0,428,0,9723,0,19815,4786,0,5531,14938,6485,1968,0,8455,0,0,0,0,0,0,0,0,0,0,0,0,1650,956,0,0,0,0,0,0,0,0,0,0,1436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CENPA",29035,30316,23201,7652,7406,9102,6612,7082,5846,7461,7205,9009,2959,12522,11636,3579,10981,9173,8062,10423,11700,11218,8660,12334,6108,6693,1592,7924,2295,3720,2730,16255,13223,13842,3242,6379,74882,76761,70093,81923,62577,42854,41179,67362,4883,9947,12,6262,5864,4919,3977,193,6256,6676,7146,10694,10288,3602,9122,11887,0,6301,2058,5062,60,337,1974,2625,7587,3533,5392,584,3650,26709,29456,295,42,10666,235,11774,452,193,60,12425,0,7764,6600,36,0,362
"TCTEX1D2",16897,17225,13236,3297,3064,3260,2763,2563,399,2496,3197,3064,0,0,0,0,6583,0,4788,4952,964,333,1429,4654,893,2638,0,0,0,39,157,577,77,0,25,0,0,0,0,931,0,199,765,1764,1796,0,33,0,0,0,0,0,632,0,0,0,0,100,567,0,0,199,0,0,831,0,0,0,0,0,2194,0,0,33,499,0,0,0,0,0,0,0,0,0,1697,20244,10385,0,0,0
"CDH6",0,220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1599,1795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,372,6859,0,0,0,0,0,0,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GSTT2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,206,0,101,0,125,28,70,0,0,0,0,0,236,115,8,0,0,0,273,4,0,35,0,0,115,0,0,628,0,0,0,185,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15782,10,17,42,11947,45,17,0
"SFN",0,0,0,0,0,0,0,58,0,0,0,0,0,0,0,66,0,0,481,0,0,0,0,33,0,0,19,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,249,66,25,0,0,0,0,50,0,415,299,42,0,0,0,25,50,0,0,0,0,0,133,0,0,0,2544,108,2277
"CASC2",0,375,218,0,0,0,0,0,0,0,0,407,0,0,0,0,0,0,0,0,717,0,0,0,0,0,0,430,0,0,0,0,435,0,93,0,0,0,0,0,2154,0,0,0,0,0,62,0,968,0,0,0,343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7233,6954,1996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NSUN5P1",104,50,71,146,83,133,154,104,137,212,50,166,780,62,0,46,573,295,507,83,689,253,378,772,481,11,123,501,501,1639,108,172,753,227,192,100,216,42,1084,116,748,278,116,46,810,50,37,1243,499,453,195,0,723,890,233,532,262,196,137,104,486,378,1204,1387,303,444,344,245,232,1316,452,91,416,270,129,980,552,5414,220,79,2948,403,125,911,170,153,187,254,486,200
"GCHFR",1600,1554,1447,592,490,836,729,658,694,918,623,648,4459,3782,4000,1099,377,1431,1819,1558,2104,1803,1747,3795,1312,298,691,1641,591,1574,2550,1664,2500,527,1357,748,6628,923,2931,2029,3813,326,2065,46,3618,1591,1020,2550,4254,3598,2183,10,3183,1465,3738,5500,3703,2961,2652,3122,2674,311,0,0,6345,5,163,0,10,0,392,5,505,3400,224,0,51,0,0,0,693,0,0,811,0,0,1306,0,20,36
"UBD",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S100A1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,9,4,6,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MT1X",29987,7463,4124,8351,4776,5281,6616,7213,4098,4837,20352,27081,5919,8140,369,3472,8302,6937,20442,12855,5504,2981,5696,8100,10588,6252,4826,9595,856,2233,1935,1410,489,431,736,333,12444,8720,10437,15712,5336,880,16841,19220,888,429,34,1203,185,26,210,0,571,1788,344,43,185,623,624,994,2042,605,1334,249,390,30,618,60,356,3427,2235,459,3117,13735,20887,43,13,26,116,2551,463,180,4205,17754,39,6943,26624,103,30,39
"MST1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,92,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,83,0,0,0,0,0,0,0,0,0,0,0,0,0,262,0,0,0,0,0,0
"ABLIM2",5107,2218,3352,6300,5940,3817,5834,6504,7227,8156,5937,8677,0,86284,75664,12159,14180,25569,18976,16187,20311,31648,6753,44492,13425,11690,17689,20431,2056,0,0,0,0,403,2768,2235,0,0,0,0,8616,55392,0,5364,0,0,0,0,0,0,0,0,0,0,1291,0,0,0,2224,774,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"JAZF1",44989,27217,27792,45811,41555,43813,79519,82267,67447,83597,49076,68211,158736,143387,163896,63779,55971,70033,55401,78936,65770,74336,55819,71755,57260,30306,32362,81788,4658,10096,9018,1307,1355,7116,3461,10658,46612,30381,4834,30302,17443,40760,18384,6879,12166,0,401,8355,6443,0,134,5692,5239,134,3727,3633,325,3731,1436,517,286,0,6261,0,0,0,0,0,497,0,3398,363,0,344,0,16400,0,0,0,0,0,0,0,0,0,17670,9941,574,0,0
"CCDC30",517,561,0,734,0,1339,995,1037,649,4016,1036,1686,949,2415,562,1035,5782,862,6257,4529,432,9620,0,5867,3438,1205,2115,2007,880,1216,4726,1248,1254,2483,708,4546,5269,4275,3841,2202,3108,1768,2115,1944,26192,2850,2116,17493,2937,2589,691,8459,1642,4321,2073,1599,1468,5749,2639,6316,1337,734,44461,950,0,0,215,0,516,259,561,0,8475,3495,1165,1812,0,950,215,475,864,516,1036,0,0,689,0,1167,0,0
"S100A8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FAM173A",19,0,12,7,0,9,5,0,0,0,9,0,0,0,0,0,0,0,0,54,23,0,0,31,9,0,0,0,0,0,6,0,5,0,0,0,0,7,0,12,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,75,0,35,35,319,9,96,0,12,0,9,115,136,14,0,0,16,0,0,0,0,0,0,1098,374,2555,14,0,1555,331,1180
"POLQ",9789,14220,8577,4315,4866,5906,4925,5204,4831,5453,3785,5073,2865,890,3640,6166,239,3386,2755,3707,1284,2662,3964,3800,3752,1066,4815,2301,6060,6582,8000,8721,8500,3849,2696,9090,9979,11542,6290,9574,7356,15556,7420,15235,7851,2560,943,7982,7215,2796,3400,383,4800,3226,1202,4885,3743,3756,1630,4030,0,4472,331,7506,4906,0,5330,3956,2194,3012,590,1689,6703,1865,6499,5736,0,0,0,0,0,0,1990,0,797,0,6770,0,3481,0
"SPAG4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,87,0,0,0,0,0,37,205,128,143,352,357,289,0,189,0,178,307,2293,651,828,738,1168,260,1606,1411,0,0,0,0,22,47,0,0,25,0,83,156,87,0,156,529,0,0,0,0,0,0,0,0,0,1358,0,0,0,0,0,0,0,0,0,58,0,0,0,1325,0,0,0,0,0,0
"HSFX2",17,6,10,16,0,13,0,11,7,0,11,10,0,0,0,0,0,0,0,168,48,0,13,44,0,0,11,0,0,10,0,0,63,0,6,0,0,0,0,0,0,130,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PRR11",9977,9610,8208,5837,4019,4951,8947,10707,7373,7501,7377,9505,12798,3706,12853,3335,12225,7404,7881,5358,10906,11953,4169,11264,2542,1749,1581,1325,6699,2561,2203,13615,6434,5693,1697,2472,23684,12447,4768,6045,11001,3719,3102,7958,7017,14043,484,17812,8445,9420,7951,833,9764,18648,8189,10249,6279,12100,7998,6638,4351,22048,34224,8522,11959,15346,5318,15880,31076,12634,8686,975,3774,6535,23245,46245,460,29806,17774,29369,22058,21402,1008,11027,11284,2913,254,468,4190,13557
"ISG15",15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,2,0,0,13,49,0,0,0,0,0,0,0,0,0,0,0,0,0,21,42,582,0,0,0,0,0,0,0,237,0,0,23,626,5,0,0
"ZNF429",167,0,153,76,92,107,137,244,229,214,0,122,0,213,258,0,1722,0,396,0,182,0,91,122,254,292,156,393,438,358,305,309,478,312,91,238,1738,15136,625,213,1325,183,2577,2302,3047,1006,229,564,1113,168,198,198,473,549,229,427,488,1359,1787,382,91,3457,1568,198,91,228,91,122,153,61,122,198,92,213,0,305,0,6702,91,793,0,457,427,4638,0,806,92,76,0,198
"MAGEH1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,178,3,0,79,0,2,0,0,0,0,82,0,0,0,0,0,0,0,0,586,0,0,0,0,0,0,0,129,25,6,0,0,0,0,0,0,0,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"IRF4",0,0,0,0,0,0,0,0,0,0,0,0,0,256,0,141,959,82,453,0,178,0,56,453,2455,4575,2943,7316,1285,2986,1330,655,2830,1251,258,436,138,0,1573,2885,442,1267,2447,996,0,0,11,208,0,152,0,104,0,0,0,357,0,0,313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PDPN",43754,34683,31087,38399,39396,41286,29397,29005,37316,36362,33485,42845,62364,62039,50180,15763,51113,38999,38923,36287,48151,40699,38530,48803,14281,11770,16398,22519,9307,12090,5887,13782,6252,13322,4074,9962,5894,5100,3672,11541,12967,9598,14826,14313,5451,2794,37,2783,1953,146,1501,842,2527,1063,4137,4676,1355,1087,1773,3253,40281,9007,15806,6181,3912,1756,38743,8877,14867,7399,26022,5329,2542,24420,696,329,366,9119,2243,72296,2719,1304,1721,213582,183,72733,20349,257,134,318
"COL3A1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SIGIRR",121,155,216,135,230,459,263,378,203,250,128,74,3161,0,0,384,304,0,297,593,74,1740,870,203,756,35,315,709,31,0,24,553,0,26,0,187,122,1431,0,1424,351,0,803,0,243,0,13,554,318,74,149,115,1763,527,0,61,0,250,345,0,162,4910,1639,19179,13906,6799,2043,1714,7741,836,958,3064,1203,1910,81,2745,2806,2833,74,2883,2098,7548,20,2669,17983,9926,3229,9164,20616,9524
"HNF1A",3880,2133,2824,4621,4466,8199,9171,8978,8538,9297,8594,10336,20520,28100,27273,20604,13915,13601,18552,29930,27942,27999,18939,26616,12309,6679,9263,11033,875,2723,954,501,959,1660,216,1449,15152,12801,1933,10607,4608,31871,5227,1784,2311,0,0,387,260,550,67,0,5906,1087,1100,208,2767,3156,1833,1386,82,0,0,0,0,0,0,0,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"P4HA2",294,368,0,354,442,868,721,781,780,957,0,0,0,0,2350,0,0,3000,0,3970,2897,3043,882,4162,4361,0,3621,76,314,1227,0,0,0,0,0,390,0,3635,9021,913,5371,162,0,12011,5016,0,0,1266,2032,0,2017,0,4977,369,0,0,7304,1253,1032,1062,544,5396,367,162,3264,530,706,8030,8790,0,970,2515,1091,9417,191,0,515,88,0,368,3824,0,0,0,2370,0,0,0,0,3563
"PECAM1",7545,16287,18826,18711,23377,24405,22162,22232,24066,29075,26970,39612,6900,23873,422,704,916,6906,12336,30937,15787,13248,8456,18467,392,5287,1848,2186,850,24183,5728,15148,410,0,894,806,19400,0,3950,15445,0,0,6702,0,10293,43880,282,39591,23360,14665,3740,71,18987,76830,6491,6848,39946,5863,21136,69491,0,0,424,0,0,0,0,0,0,0,0,141,282,1975,19476,0,0,0,211,1059,0,0,142,83087,424,5488,0,0,0,0
